2025-03-10 02:21:47,687 INFO    MainThread:5828 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2025-03-10 02:21:47,688 INFO    MainThread:5828 [wandb_setup.py:_flush():76] Configure stats pid to 5828
2025-03-10 02:21:47,688 INFO    MainThread:5828 [wandb_setup.py:_flush():76] Loading settings from C:\Users\D. Sai Mani Kumar\.config\wandb\settings
2025-03-10 02:21:47,688 INFO    MainThread:5828 [wandb_setup.py:_flush():76] Loading settings from c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\settings
2025-03-10 02:21:47,688 INFO    MainThread:5828 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2025-03-10 02:21:47,688 INFO    MainThread:5828 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-03-10 02:21:47,688 INFO    MainThread:5828 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250310_022147-emqljezh\logs\debug.log
2025-03-10 02:21:47,689 INFO    MainThread:5828 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250310_022147-emqljezh\logs\debug-internal.log
2025-03-10 02:21:47,689 INFO    MainThread:5828 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001F74F469DF0>
2025-03-10 02:21:47,691 INFO    MainThread:5828 [wandb_init.py:init():564] calling init triggers
2025-03-10 02:21:47,691 INFO    MainThread:5828 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {}
2025-03-10 02:21:47,691 INFO    MainThread:5828 [wandb_init.py:init():614] starting backend
2025-03-10 02:21:47,692 INFO    MainThread:5828 [wandb_init.py:init():618] setting up manager
2025-03-10 02:21:47,703 INFO    MainThread:5828 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2025-03-10 02:21:47,930 INFO    MainThread:5828 [wandb_init.py:init():624] backend started and connected
2025-03-10 02:21:48,038 INFO    MainThread:5828 [wandb_run.py:_label_probe_notebook():1294] probe notebook
2025-03-10 02:21:48,038 INFO    MainThread:5828 [wandb_run.py:_label_probe_notebook():1304] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-03-10 02:21:48,038 INFO    MainThread:5828 [wandb_init.py:init():716] updated telemetry
2025-03-10 02:21:48,120 INFO    MainThread:5828 [wandb_init.py:init():749] communicating run to backend with 90.0 second timeout
2025-03-10 02:21:48,957 INFO    MainThread:5828 [wandb_run.py:_on_init():2254] communicating current version
2025-03-10 02:21:49,096 INFO    MainThread:5828 [wandb_run.py:_on_init():2263] got version response upgrade_message: "wandb version 0.19.8 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2025-03-10 02:21:49,097 INFO    MainThread:5828 [wandb_init.py:init():800] starting run threads in backend
2025-03-10 02:21:49,578 INFO    MainThread:5828 [wandb_run.py:_console_start():2233] atexit reg
2025-03-10 02:21:49,579 INFO    MainThread:5828 [wandb_run.py:_redirect():2088] redirect: wrap_raw
2025-03-10 02:21:49,579 INFO    MainThread:5828 [wandb_run.py:_redirect():2153] Wrapping output streams.
2025-03-10 02:21:49,579 INFO    MainThread:5828 [wandb_run.py:_redirect():2178] Redirects installed.
2025-03-10 02:21:49,582 INFO    MainThread:5828 [wandb_init.py:init():841] run started, returning control to user process
2025-03-10 02:21:49,583 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set epochs = 10 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,584 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb epochs 10 None
2025-03-10 02:21:49,588 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set learning_rate = 0.001 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,589 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb learning_rate 0.001 None
2025-03-10 02:21:49,590 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set weight_decay = 0.0005 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,590 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb weight_decay 0.0005 None
2025-03-10 02:21:49,591 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set weight_init = xavier - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,591 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb weight_init xavier None
2025-03-10 02:21:49,593 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set loss = cross_entropy - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,593 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb loss cross_entropy None
2025-03-10 02:21:49,594 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set momentum = 0.9 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,594 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb momentum 0.9 None
2025-03-10 02:21:49,595 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set beta = 0.9 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,595 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb beta 0.9 None
2025-03-10 02:21:49,596 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set beta1 = 0.9 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,596 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb beta1 0.9 None
2025-03-10 02:21:49,597 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set beta2 = 0.999 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,597 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb beta2 0.999 None
2025-03-10 02:21:49,598 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set epsilon = 1e-08 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,598 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb epsilon 1e-08 None
2025-03-10 02:21:49,599 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set batch_size = 64 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,600 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb batch_size 64 None
2025-03-10 02:21:49,601 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set num_layers = 3 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,602 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb num_layers 3 None
2025-03-10 02:21:49,605 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set hidden_size = 128 - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,605 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb hidden_size 128 None
2025-03-10 02:21:49,606 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set activation = tanh - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,606 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb activation tanh None
2025-03-10 02:21:49,607 INFO    MainThread:5828 [wandb_config.py:__setitem__():151] config set optimizer = nadam - <bound method Run._config_callback of <wandb.sdk.wandb_run.Run object at 0x000001F7664BC9D0>>
2025-03-10 02:21:49,607 INFO    MainThread:5828 [wandb_run.py:_config_callback():1342] config_cb optimizer nadam None
2025-03-10 02:22:53,227 INFO    MainThread:5828 [wandb_run.py:_finish():1962] finishing run da24m016-indian-institute-of-technology-madras/DL_Assignment_01/emqljezh
2025-03-10 02:22:53,228 INFO    MainThread:5828 [jupyter.py:save_history():445] not saving jupyter history
2025-03-10 02:22:53,229 INFO    MainThread:5828 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2025-03-10 02:22:53,229 INFO    MainThread:5828 [wandb_init.py:_jupyter_teardown():452] cleaning up jupyter logic
2025-03-10 02:22:53,229 INFO    MainThread:5828 [wandb_run.py:_atexit_cleanup():2202] got exitcode: 0
2025-03-10 02:22:53,229 INFO    MainThread:5828 [wandb_run.py:_restore():2185] restore
2025-03-10 02:22:53,230 INFO    MainThread:5828 [wandb_run.py:_restore():2191] restore done
2025-03-10 02:22:57,825 INFO    MainThread:5828 [wandb_run.py:_footer_history_summary_info():3837] rendering history
2025-03-10 02:22:57,826 INFO    MainThread:5828 [wandb_run.py:_footer_history_summary_info():3869] rendering summary
2025-03-10 02:22:57,834 INFO    MainThread:5828 [wandb_run.py:_footer_sync_info():3796] logging synced files
