2025-03-17 19:02:39,517 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Current SDK version is 0.16.1
2025-03-17 19:02:39,518 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Configure stats pid to 15720
2025-03-17 19:02:39,518 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from C:\Users\D. Sai Mani Kumar\.config\wandb\settings
2025-03-17 19:02:39,518 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\settings
2025-03-17 19:02:39,518 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2025-03-17 19:02:39,519 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-03-17 19:02:39,535 INFO    MainThread:15720 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-03-17 19:02:39,537 INFO    MainThread:15720 [wandb_init.py:_log_setup():524] Logging user logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250317_190239-3e080u4a\logs\debug.log
2025-03-17 19:02:39,539 INFO    MainThread:15720 [wandb_init.py:_log_setup():525] Logging internal logs to c:\Users\D. Sai Mani Kumar\Downloads\DL\da6401_assignment1\wandb\run-20250317_190239-3e080u4a\logs\debug-internal.log
2025-03-17 19:02:39,540 INFO    MainThread:15720 [wandb_init.py:_jupyter_setup():470] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x000001D4C23423D0>
2025-03-17 19:02:39,542 INFO    MainThread:15720 [wandb_init.py:init():564] calling init triggers
2025-03-17 19:02:39,542 INFO    MainThread:15720 [wandb_init.py:init():571] wandb.init called with sweep_config: {}
config: {}
2025-03-17 19:02:39,543 INFO    MainThread:15720 [wandb_init.py:init():614] starting backend
2025-03-17 19:02:39,543 INFO    MainThread:15720 [wandb_init.py:init():618] setting up manager
2025-03-17 19:02:39,549 INFO    MainThread:15720 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
